judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
Addicted to Love,3.1973684210526314,Addicted to Love,Comedy,Romance,,,,,,,2
Adrenalin: Fear the Rush,1.6428571428571428,Adrenalin: Fear the Rush,Action,Sci-Fi,,,,,,,2
Adventures in Babysitting,3.1538461538461537,Adventures in Babysitting,Adventure,Comedy,,,,,,,2
Adventures of Don Juan,4.125,Adventures of Don Juan,Adventure,Romance,,,,,,,2
Advise & Consent,3.736842105263158,Advise & Consent,Drama,,,,,,,,2
Ae Fond Kiss...,3.6184210526315783,Ae Fond Kiss...,Comedy,Romance,,,,,,,2
Ae Fond Kiss...,3.6184210526315783,Ae Fond Kiss...,Drama,Romance,,,,,,,2
Affliction,3.765957446808511,Affliction,Drama,,,,,,,,2
Africa Screams,2.5,Africa Screams,Comedy,,,,,,,,2
Africa: The Serengeti,3.7777777777777777,Africa: The Serengeti,Documentary,IMAX,,,,,,,2
"After Dark, My Sweet",3.4722222222222223,"After Dark, My Sweet",Crime,Drama,Mystery,,,,,,2
After Hours,3.85483870967742,After Hours,Comedy,Thriller,,,,,,,2
After School Special,2.625,After School Special,Comedy,,,,,,,,2
After the Sunset,3.205263157894737,After the Sunset,Action,Adventure,Comedy,Crime,Thriller,,,,2
After the Thin Man,3.9125,After the Thin Man,Comedy,Crime,Mystery,Romance,,,,,2
Afterglow,3.333333333333333,Afterglow,Drama,Romance,,,,,,,2
Against All Odds,2.827586206896552,Against All Odds,Romance,,,,,,,,2
Against the Ropes,2.4705882352941178,Against the Ropes,Comedy,Drama,,,,,,,2
Agent Cody Banks,2.5384615384615383,Agent Cody Banks,Action,Adventure,Children,Fantasy,,,,,2
Agent Cody Banks 2: Destination London,2.3448275862068964,Agent Cody Banks 2: Destination London,Action,Adventure,Children,Comedy,,,,,2
Agnes Browne,3.1818181818181817,Agnes Browne,Comedy,Drama,,,,,,,2
Agnes of God,3.3363636363636364,Agnes of God,Drama,Mystery,,,,,,,2
"Aguirre, der Zorn Gottes",3.9193548387096775,"Aguirre, der Zorn Gottes",Adventure,Drama,,,,,,,2
Ai no borei,3.625,Ai no borei,Drama,,,,,,,,2
Ai no korîda,3.369565217391304,Ai no korîda,Drama,,,,,,,,2
Ai qing wan sui,3.25,Ai qing wan sui,Drama,,,,,,,,2
Aileen: Life and Death of a Serial Killer,3.5681818181818183,Aileen: Life and Death of a Serial Killer,Documentary,,,,,,,,2
Aimée & Jaguar,3.861111111111111,Aimée & Jaguar,Drama,Romance,War,,,,,,2
Air America,2.914772727272727,Air America,Action,Comedy,,,,,,,2
Air Bud,1.6666666666666667,Air Bud,Children,Comedy,,,,,,,2
Air Bud: Golden Receiver,1.3958333333333333,Air Bud: Golden Receiver,Children,Comedy,,,,,,,2
Air Force One,3.046744574290484,Air Force One,Action,Thriller,,,,,,,2
Airborne,3.0,Airborne,Adventure,Comedy,,,,,,,2
Airheads,2.756666666666667,Airheads,Comedy,,,,,,,,2
Airplane II: The Sequel,3.039325842696629,Airplane II: The Sequel,Comedy,,,,,,,,2
Airplane!,3.746546961325967,Airplane!,Comedy,,,,,,,,2
Airport,3.061224489795918,Airport,Drama,,,,,,,,2
Airport '77,2.125,Airport '77,Drama,,,,,,,,2
Airport 1975,2.316666666666667,Airport 1975,Action,Drama,Thriller,,,,,,2
Akahige,3.8875,Akahige,Drama,,,,,,,,2
Akai hashi no shita no nurui mizu,3.642857142857143,Akai hashi no shita no nurui mizu,Comedy,Drama,,,,,,,2
Akarui mirai,3.6,Akarui mirai,Drama,,,,,,,,2
Akasia,3.0,Akasia,Horror,,,,,,,,2
Akeelah and the Bee,3.752631578947368,Akeelah and the Bee,Drama,,,,,,,,2
Akira,3.73109243697479,Akira,Action,Adventure,Animation,Sci-Fi,,,,,2
Al di là delle nuvole,2.5,Al di là delle nuvole,Drama,Romance,,,,,,,2
Aladdin,3.5245633187772927,Aladdin,Adventure,Animation,Children,Comedy,Musical,,,,2
Aladdin and the King of Thieves,2.865979381443299,Aladdin and the King of Thieves,Animation,Children,Comedy,,,,,,2
Alaska: Spirit of the Wild,3.375,Alaska: Spirit of the Wild,Documentary,IMAX,,,,,,,2
Albino Alligator,2.7403846153846154,Albino Alligator,Crime,Thriller,,,,,,,2
Albino Alligator,2.7403846153846154,Albino Alligator,Action,Horror,Sci-Fi,,,,,,2
Aleksandr Nevskiy,3.652173913043478,Aleksandr Nevskiy,Action,Drama,War,,,,,,2
Aleksandra,4.5,Aleksandra,Drama,War,,,,,,,2
Alex & Emma,2.783333333333333,Alex & Emma,Comedy,Drama,Romance,,,,,,2
Alexander,2.564207650273224,Alexander,Action,Adventure,Drama,War,,,,,2
Alexander,2.564207650273224,Alexander,Drama,,,,,,,,2
Alexander's Ragtime Band,3.7,Alexander's Ragtime Band,Drama,Musical,,,,,,,2
Alexis Zorbas,3.8285714285714287,Alexis Zorbas,Drama,,,,,,,,2
Alfie,3.1832298136645965,Alfie,Drama,,,,,,,,2
Alfie,3.1832298136645965,Alfie,Comedy,Drama,Romance,,,,,,2
Ali,3.1692913385826773,Ali,Drama,,,,,,,,2
Alice Adams,3.7857142857142856,Alice Adams,Comedy,Drama,,,,,,,2
Alice Doesn't Live Here Anymore,3.657894736842105,Alice Doesn't Live Here Anymore,Drama,Romance,,,,,,,2
Alice et Martin,4.0,Alice et Martin,Drama,,,,,,,,2
Alice in Wonderland,3.634980988593156,Alice in Wonderland,Adventure,Animation,Children,Musical,,,,,2
Alice's Restaurant,3.264705882352941,Alice's Restaurant,Comedy,Drama,,,,,,,2
Alien,3.957939508506617,Alien,Action,Horror,Sci-Fi,Thriller,,,,,2
Alien Escape,1.9,Alien Escape,Horror,Sci-Fi,,,,,,,2
Alien Nation,3.153061224489796,Alien Nation,Crime,Drama,Sci-Fi,,,,,,2
Alien from L.A.,1.9,Alien from L.A.,Sci-Fi,,,,,,,,2
Alien: Resurrection,3.333333333333333,Alien: Resurrection,Drama,Fantasy,,,,,,,2
Aliens,3.8874862788144897,Aliens,Action,Horror,Sci-Fi,Thriller,,,,,2
Aliens of the Deep,3.1904761904761907,Aliens of the Deep,Documentary,IMAX,,,,,,,2
Alien³,2.9893129770992366,Alien³,Action,Horror,Sci-Fi,Thriller,,,,,2
Alien³,2.9893129770992366,Alien³,Action,Horror,Sci-Fi,,,,,,2
Alila,4.0,Alila,Drama,,,,,,,,2
Alive,3.517123287671233,Alive,Drama,,,,,,,,2
All About Eve,4.265625,All About Eve,Drama,,,,,,,,2
All About the Benjamins,2.263157894736842,All About the Benjamins,Action,Comedy,Crime,,,,,,2
All Dogs Go to Heaven,2.8142857142857145,All Dogs Go to Heaven,Animation,Children,,,,,,,2
All Dogs Go to Heaven 2,1.951219512195122,All Dogs Go to Heaven 2,Animation,Children,Musical,,,,,,2
All I Want for Christmas,2.571428571428572,All I Want for Christmas,Children,Comedy,,,,,,,2
All Night Long,2.75,All Night Long,Comedy,Drama,,,,,,,2
All Over the Guy,3.769230769230769,All Over the Guy,Comedy,,,,,,,,2
All Quiet on the Western Front,3.825819672131148,All Quiet on the Western Front,Action,Drama,War,,,,,,2
All Quiet on the Western Front,3.825819672131148,All Quiet on the Western Front,Comedy,Drama,,,,,,,2
All That Heaven Allows,3.840909090909091,All That Heaven Allows,Drama,Romance,,,,,,,2
All That Jazz,3.897590361445783,All That Jazz,Drama,Fantasy,Musical,,,,,,2
All That Money Can Buy,3.692307692307693,All That Money Can Buy,Drama,Fantasy,,,,,,,2
All in a Night's Work,4.0,All in a Night's Work,Comedy,,,,,,,,2
All or Nothing,3.717391304347826,All or Nothing,Comedy,Drama,,,,,,,2
All the Boys Love Mandy Lane,3.5,All the Boys Love Mandy Lane,Horror,Mystery,Thriller,,,,,,2
All the King's Men,3.601449275362319,All the King's Men,Drama,,,,,,,,2
All the King's Men,3.601449275362319,All the King's Men,Drama,,,,,,,,2
All the Little Animals,4.0,All the Little Animals,Drama,Thriller,,,,,,,2
All the President's Men,4.040404040404041,All the President's Men,Drama,Thriller,,,,,,,2
All the Pretty Horses,2.7209302325581395,All the Pretty Horses,Drama,Romance,Western,,,,,,2
All the Queen's Men,2.333333333333333,All the Queen's Men,Comedy,War,,,,,,,2
All the Rage,3.0,All the Rage,Drama,,,,,,,,2
All the Real Girls,3.5217391304347827,All the Real Girls,Drama,Romance,,,,,,,2
All the Right Moves,3.014705882352941,All the Right Moves,Drama,Romance,,,,,,,2
All the Vermeers in New York,2.5,All the Vermeers in New York,Comedy,Drama,Romance,,,,,,2
Allan Quatermain and the Lost City of Gold,2.313953488372093,Allan Quatermain and the Lost City of Gold,Action,Adventure,Comedy,,,,,,2
Allegro non troppo,3.8181818181818175,Allegro non troppo,Animation,Comedy,Fantasy,Musical,,,,,2
Almost Famous,3.769526248399488,Almost Famous,Adventure,Comedy,Drama,Musical,,,,,2
Almost Heroes,2.661290322580645,Almost Heroes,Adventure,Comedy,,,,,,,2
Almost an Angel,2.3,Almost an Angel,Comedy,,,,,,,,2
Alone in the Dark,1.3790322580645162,Alone in the Dark,Horror,,,,,,,,2
Alone in the Dark,1.3790322580645162,Alone in the Dark,Action,Horror,Sci-Fi,Thriller,,,,,2
Alone in the Dark,1.3790322580645162,Alone in the Dark,Action,Horror,,,,,,,2
Along Came Jones,5.0,Along Came Jones,Comedy,Romance,Western,,,,,,2
Along Came Polly,2.909274193548387,Along Came Polly,Comedy,Romance,,,,,,,2
Alpha Dog,3.230769230769231,Alpha Dog,Crime,Drama,,,,,,,2
"Alphaville, une étrange aventure de Lemmy Caution",3.608695652173913,"Alphaville, une étrange aventure de Lemmy Caution",Drama,Mystery,Romance,Sci-Fi,Thriller,,,,2
Altered States,3.4375,Altered States,Drama,Sci-Fi,,,,,,,2
Alvin and the Chipmunks,2.772727272727273,Alvin and the Chipmunks,Children,Comedy,,,,,,,2
Amadeus,4.018960674157303,Amadeus,Drama,,,,,,,,2
Amandla! A Revolution in Four Part Harmony,3.375,Amandla! A Revolution in Four Part Harmony,Documentary,Musical,,,,,,,2
Amarcord,3.8125,Amarcord,Comedy,Drama,,,,,,,2
Amator,3.607142857142857,Amator,Drama,,,,,,,,2
Amazing Grace,3.9150943396226414,Amazing Grace,Drama,Romance,,,,,,,2
Amazing Grace and Chuck,3.0416666666666665,Amazing Grace and Chuck,Drama,,,,,,,,2
Amazon Women on the Moon,3.1125,Amazon Women on the Moon,Comedy,Sci-Fi,,,,,,,2
Amen.,3.928571428571429,Amen.,Drama,,,,,,,,2
America's Heart and Soul,2.833333333333333,America's Heart and Soul,Documentary,,,,,,,,2
America's Sweethearts,2.877232142857143,America's Sweethearts,Comedy,Romance,,,,,,,2
American Adobo,2.5,American Adobo,Comedy,,,,,,,,2
American Beauty,4.107676630434782,American Beauty,Drama,,,,,,,,2
American Buffalo,3.305555555555556,American Buffalo,Crime,Drama,,,,,,,2
American Dreams,2.762295081967213,American Dreams,Comedy,Drama,,,,,,,2
American Flyers,3.16,American Flyers,Drama,,,,,,,,2
American Gangster,3.7945859872611463,American Gangster,Crime,Drama,Thriller,,,,,,2
American Gigolo,3.0,American Gigolo,Drama,,,,,,,,2
American Graffiti,3.790372670807453,American Graffiti,Comedy,Drama,,,,,,,2
American Gun,2.5,American Gun,Drama,,,,,,,,2
American Heart,3.4375,American Heart,Crime,Drama,,,,,,,2
American History X,4.103182751540041,American History X,Crime,Drama,,,,,,,2
American Me,3.4411764705882355,American Me,Drama,,,,,,,,2
American Movie,3.6193181818181817,American Movie,Documentary,,,,,,,,2
American Nightmare,3.142857142857143,American Nightmare,Documentary,,,,,,,,2
American Ninja,2.65,American Ninja,Action,Adventure,,,,,,,2
American Ninja 2: The Confrontation,2.071428571428572,American Ninja 2: The Confrontation,Action,Adventure,,,,,,,2
American Ninja 3: Blood Hunt,2.5384615384615383,American Ninja 3: Blood Hunt,Action,Adventure,,,,,,,2
American Outlaws,2.980769230769231,American Outlaws,Action,Comedy,Western,,,,,,2
American Pie,2.940940940940941,American Pie,Comedy,,,,,,,,2
American Pie,2.940940940940941,American Pie,Comedy,,,,,,,,2
American Pie Presents Band Camp,2.1132075471698117,American Pie Presents Band Camp,Comedy,,,,,,,,2
American Pie Presents The Naked Mile,2.207317073170732,American Pie Presents The Naked Mile,Comedy,Romance,,,,,,,2
American Pimp,3.565217391304348,American Pimp,Documentary,,,,,,,,2
American Pop,2.95,American Pop,Animation,Musical,,,,,,,2
American Psycho,3.470944309927361,American Psycho,Comedy,Crime,Drama,Horror,Mystery,Thriller,,,2
American Psycho II: All American Girl,2.6481481481481484,American Psycho II: All American Girl,Horror,Mystery,Thriller,,,,,,2
American Splendor,3.785598705501618,American Splendor,Comedy,,,,,,,,2
American Splendor,3.785598705501618,American Splendor,Comedy,Drama,,,,,,,2
American Strays,2.0,American Strays,Action,,,,,,,,2
American Teen,3.0,American Teen,Documentary,,,,,,,,2
American Wedding,2.826923076923077,American Wedding,Comedy,,,,,,,,2
Americathon,2.083333333333333,Americathon,Comedy,Sci-Fi,,,,,,,2
Amistad,3.5899122807017543,Amistad,Drama,,,,,,,,2
Amityville 1992: It's About Time,1.6,Amityville 1992: It's About Time,Horror,,,,,,,,2
Amityville 3-D,1.588235294117647,Amityville 3-D,Horror,,,,,,,,2
Amityville II: The Possession,1.7857142857142858,Amityville II: The Possession,Horror,,,,,,,,2
Amityville: A New Generation,1.75,Amityville: A New Generation,Horror,,,,,,,,2
Amityville: Dollhouse,2.3,Amityville: Dollhouse,Horror,,,,,,,,2
Among Giants,3.0,Among Giants,Drama,Romance,,,,,,,2
Amores Possíveis,3.8333333333333335,Amores Possíveis,Comedy,Romance,,,,,,,2
Amores perros,4.037249283667622,Amores perros,Drama,Thriller,,,,,,,2
Amos & Andrew,2.838709677419355,Amos & Andrew,Comedy,,,,,,,,2
Amy,3.75,Amy,Comedy,Drama,,,,,,,2
Amy's Orgasm,2.7142857142857144,Amy's Orgasm,Comedy,Romance,,,,,,,2
An Affair to Remember,3.763157894736842,An Affair to Remember,Romance,,,,,,,,2
An Alan Smithee Film: Burn Hollywood Burn,1.0,An Alan Smithee Film: Burn Hollywood Burn,Comedy,,,,,,,,2
An American Carol,3.5,An American Carol,Comedy,Fantasy,,,,,,,2
An American Crime,3.0,An American Crime,Crime,,,,,,,,2
An American Haunting,2.4571428571428573,An American Haunting,Drama,Horror,Mystery,Thriller,,,,,2
An American Rhapsody,3.65625,An American Rhapsody,Drama,,,,,,,,2
An American Tail,3.348993288590604,An American Tail,Adventure,Animation,Children,Comedy,,,,,2
An American Tail: Fievel Goes West,2.953608247422681,An American Tail: Fievel Goes West,Animation,Children,Comedy,,,,,,2
An American Werewolf in London,3.632478632478633,An American Werewolf in London,Comedy,Horror,Thriller,,,,,,2
An American Werewolf in Paris,2.5721153846153846,An American Werewolf in Paris,Comedy,Horror,Romance,Thriller,,,,,2
An American in Paris,3.647368421052632,An American in Paris,Musical,Romance,,,,,,,2
An Angel at My Table,3.55,An Angel at My Table,Drama,,,,,,,,2
An Awfully Big Adventure,3.0416666666666665,An Awfully Big Adventure,Drama,,,,,,,,2
An Everlasting Piece,3.7,An Everlasting Piece,Comedy,,,,,,,,2
An Ideal Husband,3.669642857142857,An Ideal Husband,Comedy,Romance,,,,,,,2
An Inconvenient Truth,3.7678018575851393,An Inconvenient Truth,Documentary,,,,,,,,2
An Innocent Man,2.833333333333333,An Innocent Man,Crime,Drama,,,,,,,2
An Officer and a Gentleman,3.4019607843137254,An Officer and a Gentleman,Drama,Romance,,,,,,,2
An Unfinished Life,3.564814814814815,An Unfinished Life,Drama,,,,,,,,2
An Unreasonable Man,3.6666666666666665,An Unreasonable Man,Documentary,,,,,,,,2
Anaconda,2.0476190476190474,Anaconda,Action,Adventure,Thriller,,,,,,2
Anacondas: The Hunt for the Blood Orchid,1.9509803921568627,Anacondas: The Hunt for the Blood Orchid,Adventure,Drama,Horror,Sci-Fi,Thriller,,,,2
Analyze That,2.7058823529411766,Analyze That,Comedy,,,,,,,,2
Analyze This,3.2282608695652173,Analyze This,Comedy,,,,,,,,2
Anamorph,2.125,Anamorph,Crime,Thriller,,,,,,,2
Anastasia,3.257716049382716,Anastasia,Animation,Children,Musical,,,,,,2
Anastasia,3.257716049382716,Anastasia,Drama,,,,,,,,2
Anatomie de l'enfer,2.3,Anatomie de l'enfer,Drama,,,,,,,,2
Anatomy of a Murder,4.132183908045977,Anatomy of a Murder,Drama,Mystery,,,,,,,2
Anchors Aweigh,3.736842105263158,Anchors Aweigh,Comedy,Musical,,,,,,,2
And Now for Something Completely Different,3.9367816091954015,And Now for Something Completely Different,Comedy,,,,,,,,2
And Now... Ladies and Gentlemen...,3.5,And Now... Ladies and Gentlemen...,Romance,Thriller,,,,,,,2
And Then There Were None,3.9375,And Then There Were None,Crime,Mystery,,,,,,,2
And When Did You Last See Your Father?,3.2916666666666665,And When Did You Last See Your Father?,Drama,,,,,,,,2
And the Band Played On,3.932692307692308,And the Band Played On,Drama,,,,,,,,2
Andre,2.25,Andre,Adventure,Children,,,,,,,2
Andrey Rublyov,4.052631578947368,Andrey Rublyov,Drama,War,,,,,,,2
Android Apocalypse,4.0,Android Apocalypse,Sci-Fi,,,,,,,,2
Angel Baby,2.9166666666666665,Angel Baby,Drama,,,,,,,,2
Angel Eyes,2.62280701754386,Angel Eyes,Drama,Romance,Thriller,,,,,,2
Angel Heart,3.734899328859061,Angel Heart,Horror,Mystery,Thriller,,,,,,2
Angel and the Badman,3.6666666666666665,Angel and the Badman,Romance,Western,,,,,,,2
Angel on My Shoulder,3.3125,Angel on My Shoulder,Crime,Drama,,,,,,,2
Angel-A,3.525,Angel-A,Comedy,Drama,Fantasy,Romance,,,,,2
Angela's Ashes,3.576923076923077,Angela's Ashes,Drama,,,,,,,,2
Angela's Ashes,3.576923076923077,Angela's Ashes,Drama,,,,,,,,2
Angels and Insects,3.431034482758621,Angels and Insects,Drama,Romance,,,,,,,2
Angels in America,3.948275862068965,Angels in America,Drama,Fantasy,,,,,,,2
Angels in the Outfield,2.6083333333333334,Angels in the Outfield,Children,Comedy,,,,,,,2
Angels with Dirty Faces,3.922222222222222,Angels with Dirty Faces,Crime,Drama,,,,,,,2
Anger Management,2.9229607250755287,Anger Management,Comedy,,,,,,,,2
Angie,2.625,Angie,Comedy,Drama,Romance,,,,,,2
Angst essen Seele auf,3.8472222222222223,Angst essen Seele auf,Drama,Romance,,,,,,,2
"Angus, Thongs and Perfect Snogging",3.0625,"Angus, Thongs and Perfect Snogging",Comedy,,,,,,,,2
"Angus, Thongs and Perfect Snogging",3.0625,"Angus, Thongs and Perfect Snogging",Comedy,Romance,,,,,,,2
Angustia,3.5,Angustia,Horror,,,,,,,,2
Animal Crackers,4.170886075949367,Animal Crackers,Comedy,,,,,,,,2
Animal Factory,3.1538461538461537,Animal Factory,Crime,Drama,,,,,,,2
Animal House,3.497667910447761,Animal House,Comedy,,,,,,,,2
Animal House,3.497667910447761,Animal House,Comedy,,,,,,,,2
Animals Are Beautiful People,3.25,Animals Are Beautiful People,Comedy,Documentary,,,,,,,2
Anna Christie,3.8,Anna Christie,Drama,,,,,,,,2
Anna Karenina,3.25,Anna Karenina,Drama,Romance,,,,,,,2
Anna Karenina,3.25,Anna Karenina,Drama,Romance,,,,,,,2
Anna and the King,3.388111888111888,Anna and the King,Drama,Romance,,,,,,,2
Annapolis,2.8043478260869565,Annapolis,Drama,,,,,,,,2
Anne Frank Remembered,3.4444444444444446,Anne Frank Remembered,Documentary,,,,,,,,2
Anne of the Thousand Days,3.9375,Anne of the Thousand Days,Drama,,,,,,,,2
Annie,3.0778688524590163,Annie,Children,Musical,,,,,,,2
Annie Hall,4.064073226544623,Annie Hall,Comedy,Romance,,,,,,,2
Another 48 Hrs.,2.647727272727273,Another 48 Hrs.,Action,Comedy,Crime,Drama,Thriller,,,,2
Another Cinderella Story,2.872093023255814,Another Cinderella Story,Comedy,Romance,,,,,,,2
Another Country,3.5,Another Country,Drama,Romance,,,,,,,2
Another Day in Paradise,2.6578947368421053,Another Day in Paradise,Drama,,,,,,,,2
Another Stakeout,2.5163934426229506,Another Stakeout,Comedy,Thriller,,,,,,,2
Another Thin Man,3.7586206896551726,Another Thin Man,Comedy,Crime,Drama,Mystery,Romance,,,,2
Another Woman,3.7,Another Woman,Drama,,,,,,,,2
Another You,2.357142857142857,Another You,Comedy,,,,,,,,2
Ansikte mot ansikte,3.6666666666666665,Ansikte mot ansikte,Drama,Fantasy,Horror,Mystery,,,,,2
Ansiktet,3.607142857142857,Ansiktet,Drama,,,,,,,,2
Anthony Adverse,3.5,Anthony Adverse,Adventure,Romance,,,,,,,2
Antitrust,3.0569105691056917,Antitrust,Thriller,,,,,,,,2
Antonia,3.9,Antonia,Comedy,Drama,,,,,,,2
Antwone Fisher,3.6769911504424777,Antwone Fisher,Drama,,,,,,,,2
Antz,3.325626204238921,Antz,Adventure,Animation,Children,Comedy,Fantasy,,,,2
Any Given Sunday,3.116279069767442,Any Given Sunday,Drama,,,,,,,,2
Any Which Way You Can,2.725806451612903,Any Which Way You Can,Comedy,,,,,,,,2
Anything But Love,3.5,Anything But Love,Musical,Romance,,,,,,,2
Anything Else,2.943396226415094,Anything Else,Comedy,Drama,Romance,,,,,,2
Anywhere But Here,2.977777777777778,Anywhere But Here,Drama,,,,,,,,2
Aoi haru,3.3,Aoi haru,Drama,,,,,,,,2
Apache,2.6666666666666665,Apache,Western,,,,,,,,2
Aparajito,3.975,Aparajito,Drama,,,,,,,,2
Apartment Zero,3.75,Apartment Zero,Thriller,,,,,,,,2
Apocalypse Now,4.007990867579909,Apocalypse Now,Action,Drama,War,,,,,,2
Apocalypto,3.649789029535865,Apocalypto,Action,Adventure,Drama,,,,,,2
Apollo 13,3.665111940298508,Apollo 13,Adventure,Drama,,,,,,,2
Appaloosa,3.7,Appaloosa,Western,,,,,,,,2
Appaloosa,3.7,Appaloosa,Western,,,,,,,,2
Appointment with Death,2.9166666666666665,Appointment with Death,Crime,Mystery,,,,,,,2
Appurushîdo,3.586021505376344,Appurushîdo,Action,Animation,Fantasy,Sci-Fi,,,,,2
April Fool's Day,2.775,April Fool's Day,Horror,,,,,,,,2
April's Shower,2.875,April's Shower,Comedy,Romance,,,,,,,2
Après la vie,4.0,Après la vie,Crime,Drama,,,,,,,2
Après vous...,3.555555555555556,Après vous...,Comedy,Romance,,,,,,,2
Apt Pupil,3.14,Apt Pupil,Drama,Thriller,,,,,,,2
Apur Sansar,4.185185185185185,Apur Sansar,Drama,,,,,,,,2
Aqua Teen Hunger Force Colon Movie Film for Theaters,3.1714285714285717,Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation,Comedy,,,,,,,2
Aquamarine,2.6944444444444446,Aquamarine,Children,Comedy,Fantasy,,,,,,2
Arabesque,3.5,Arabesque,Adventure,Drama,Romance,Thriller,,,,,2
Arabian Nights,3.5,Arabian Nights,Action,Adventure,,,,,,,2
Arachnophobia,2.772635814889336,Arachnophobia,Comedy,Horror,,,,,,,2
Ararat,3.4,Ararat,Drama,,,,,,,,2
Archangel,2.5,Archangel,Comedy,,,,,,,,2
Arctic Tale,3.083333333333333,Arctic Tale,Documentary,,,,,,,,2
Are We Done Yet?,1.5416666666666667,Are We Done Yet?,Comedy,,,,,,,,2
Are We There Yet?,2.083333333333333,Are We There Yet?,Children,Comedy,,,,,,,2
Arena,1.0,Arena,Action,Adventure,,,,,,,2
Arguing the World,4.5,Arguing the World,Documentary,,,,,,,,2
Arizona Dream,3.6454545454545455,Arizona Dream,Comedy,Drama,Fantasy,Romance,,,,,2
Arlington Road,3.4814126394052045,Arlington Road,Thriller,,,,,,,,2
