title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
Pane e cioccolata,Comedy,Drama,,,,,,
The AristoCats,Animation,Children,,,,,,
La flor de mi secreto,Comedy,Drama,,,,,,
Two Much,Comedy,Romance,,,,,,
Ed,Comedy,,,,,,,
Cerro Torre: Schrei aus Stein,Drama,,,,,,,
Ma saison préférée,Drama,,,,,,,
A Modern Affair,Romance,,,,,,,
Condition Red,Action,Drama,Thriller,,,,,
Asfour Stah,Drama,,,,,,,
A Thin Line Between Love and Hate,Comedy,,,,,,,
The Last Supper,Drama,Thriller,,,,,,
Primal Fear,Crime,Drama,Thriller,,,,,
Rude Boy,Drama,,,,,,,
Carried Away,Drama,Romance,,,,,,
All Dogs Go to Heaven 2,Animation,Children,Musical,,,,,
Land and Freedom,Drama,War,,,,,,
Denise Calls Up,Comedy,,,,,,,
Theodore Rex,Comedy,,,,,,,
A Family Thing,Comedy,Drama,,,,,,
Nina Frisk,Drama,,,,,,,
Sgt. Bilko,Comedy,,,,,,,
Jack & Sarah,Romance,,,,,,,
Girl 6,Comedy,Drama,,,,,,
Diabolique,Drama,Thriller,,,,,,
Un indien dans la ville,Adventure,Children,Comedy,,,,,
Peanuts - Die Bank zahlt alles,Comedy,,,,,,,
Nelly & Monsieur Arnaud,Drama,,,,,,,
Courage Under Fire,Drama,War,,,,,,
Mission: Impossible III,Action,Adventure,Mystery,Thriller,,,,
Cold Fever,Comedy,Drama,,,,,,
Moll Flanders,Drama,,,,,,,
Das Superweib,Comedy,,,,,,,
"301, 302",Horror,Mystery,Thriller,,,,,
DragonHeart,Action,Adventure,Fantasy,,,,,
Mutters Courage,Comedy,,,,,,,
48 Hrs.,Comedy,,,,,,,
Billy's Holiday,Drama,Musical,,,,,,
Plein soleil,Crime,Drama,Thriller,,,,,
August Rush,Drama,,,,,,,
James and the Giant Peach,Animation,Children,Fantasy,Musical,,,,
Fear,Thriller,,,,,,,
Kids in the Hall: Brain Candy,Comedy,,,,,,,
Faithful,Comedy,,,,,,,
Underground,Comedy,Drama,War,,,,,
Lust och fägring stor,Drama,Romance,War,,,,,
Bloodsport 2,Action,,,,,,,
Pather Panchali,Drama,,,,,,,
Apur Sansar,Drama,,,,,,,
Mystery Science Theater 3000: The Movie,Comedy,Sci-Fi,,,,,,
Space Jam,Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,,
Barbarella,Adventure,Sci-Fi,,,,,,
Some Folks Call It a Sling Blade,Drama,Thriller,,,,,,
The Run of the Country,Drama,,,,,,,
"Alphaville, une étrange aventure de Lemmy Caution",Drama,Mystery,Romance,Sci-Fi,Thriller,,,
Coup de torchon,Crime,,,,,,,
Tigrero: A Film That Was Never Made,Documentary,Drama,,,,,,
L'oeil de Vichy,Documentary,,,,,,,
It's My Party,Drama,,,,,,,
Country Life,Drama,Romance,,,,,,
Operation Dumbo Drop,Action,Adventure,Comedy,War,,,,
Das Versprechen,Drama,Romance,,,,,,
Mrs. Winterbourne,Comedy,Romance,,,,,,
Solo,Action,Sci-Fi,Thriller,,,,,
Etz Hadomim Tafus,Drama,,,,,,,
The Substitute,Action,Crime,Drama,,,,,
True Crime,Mystery,Thriller,,,,,,
Butterfly Kiss,Drama,Thriller,,,,,,
Feeling Minnesota,Drama,Romance,,,,,,
Delta of Venus,Drama,,,,,,,
"Angus, Thongs and Perfect Snogging",Comedy,,,,,,,
Daens,Drama,,,,,,,
Face/Off,Drama,,,,,,,
Boy A,Drama,,,,,,,
Galaxy Quest,Action,Adventure,,,,,,
Così fan tutte,Comedy,,,,,,,
Sunset Park,Drama,,,,,,,
Mulholland Falls,Crime,Drama,Thriller,,,,,
The Truth About Cats & Dogs,Comedy,Romance,,,,,,
Oliver & Company,Adventure,Animation,Children,Comedy,Musical,,,
Celtic Pride,Comedy,,,,,,,
Flipper,Adventure,Children,,,,,,
La captive,Crime,Drama,Romance,Thriller,,,,
Of Love and Shadows,Drama,,,,,,,
Dead Man,Drama,Mystery,Western,,,,,
Le hussard sur le toit,Drama,Romance,,,,,,
The Jezebels,Crime,,,,,,,
Boca a boca,Comedy,,,,,,,
Les visiteurs,Comedy,Fantasy,,,,,,
Multiplicity,Comedy,,,,,,,
Wallace & Gromit: The Best of Aardman Animation,Adventure,Animation,Comedy,,,,,
The Haunted World of Edward D. Wood Jr.,Documentary,,,,,,,
The Craft,Comedy,Drama,Fantasy,Horror,Thriller,,,
The Great White Hype,Comedy,,,,,,,
Save the Last Dance,Drama,,,,,,,
War Stories,Documentary,,,,,,,
Cold Comfort Farm,Comedy,,,,,,,
"Institute Benjamenta, or This Dream People Call Human Life",Drama,,,,,,,
The Riches,Drama,,,,,,,
Heaven's Prisoners,Crime,Thriller,,,,,,
The Rock,Action,Adventure,Thriller,,,,,
Getting Away with Murder,Comedy,,,,,,,
Dellamorte Dellamore,Comedy,Horror,,,,,,
Twister,Action,Adventure,Romance,Thriller,,,,
Barb Wire,Action,Sci-Fi,,,,,,
Le garçu,Drama,,,,,,,
Kôkaku kidôtai,Animation,Sci-Fi,,,,,,
Thinner,Horror,Thriller,,,,,,
Spy Hard,Comedy,,,,,,,
Brothers in Trouble,Drama,,,,,,,
Wallace and Gromit in A Close Shave,Animation,Children,Comedy,,,,,
Force of Evil,Film-Noir,,,,,,,
The Stupids,Comedy,,,,,,,
The Arrival,Action,Sci-Fi,Thriller,,,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,War,,,,,,
Careful,Comedy,Horror,,,,,,
A Month by the Lake,Comedy,Drama,,,,,,
Gold Diggers: The Secret of Bear Mountain,Adventure,Children,,,,,,
Kim,Children,Drama,,,,,,
Carmen Miranda: Bananas Is My Business,Documentary,,,,,,,
Dung che sai duk,Drama,,,,,,,
Maya Lin: A Strong Clear Vision,Documentary,,,,,,,
Stalingrad,Drama,War,,,,,,
Star Wars: Episode I - The Phantom Menace,Action,Adventure,,,,,,
Striptease,Comedy,Crime,,,,,,
The Last of the High Kings,Comedy,Drama,,,,,,
This Is Spinal Tap,Drama,Romance,,,,,,
Jack,Comedy,Drama,,,,,,
I Shot Andy Warhol,Drama,,,,,,,
The Grass Harp,Comedy,Drama,,,,,,
Marlene Dietrich: Shadow and Light,Documentary,,,,,,,
La môme,Comedy,Drama,,,,,,
Wend Kuuni,Drama,,,,,,,
Histoires extraordinaires,Horror,Mystery,,,,,,
Trainspotting,Comedy,Crime,Drama,,,,,
'Til There Was You,Drama,Romance,,,,,,
Independence Day,Action,Adventure,Sci-Fi,War,,,,
Stealing Beauty,Drama,,,,,,,
The Fan,Drama,Thriller,,,,,,
The Hunchback of Notre Dame,Animation,Children,Musical,,,,,
The Cable Guy,Comedy,Thriller,,,,,,
Kingpin,Comedy,,,,,,,
Eraser,Action,Drama,Thriller,,,,,
The Gate of Heavenly Peace,Documentary,,,,,,,
The Nutty Professor,Comedy,Fantasy,Romance,Sci-Fi,,,,
"Yo, la peor de todas",Drama,,,,,,,
"The Last Klezmer: Leopold Kozlowski, His Life and Music",Documentary,,,,,,,
"Hol volt, hol nem volt",Fantasy,,,,,,,
En compagnie d'Antonin Artaud,Drama,,,,,,,
Somebody to Love,Drama,,,,,,,
A Very Natural Thing,Drama,,,,,,,
Daylight,Action,Adventure,Drama,Thriller,,,,
The Frighteners,Comedy,Horror,Thriller,,,,,
Lone Star State of Mind,Drama,,,,,,,
Harriet the Spy,Children,Comedy,,,,,,
Phenomenon,Drama,Romance,,,,,,
Walking and Talking,Comedy,Drama,Romance,,,,,
She's the One,Comedy,Romance,,,,,,
A Time to Kill,Drama,Thriller,,,,,,
American Buffalo,Crime,Drama,,,,,,
Les rendez-vous de Paris,Comedy,Romance,,,,,,
"Mystery, Alaska",Adventure,Children,,,,,,
Fled,Action,Adventure,,,,,,
Kazaam,Children,Comedy,Fantasy,,,,,
Larger Than Life,Comedy,,,,,,,
A Boy Called Hate,Drama,,,,,,,
Power 98,Action,Mystery,Thriller,,,,,
A Very Brady Sequel,Comedy,,,,,,,
La mort en ce jardin,Drama,,,,,,,
The Crude Oasis,Romance,,,,,,,
La collectionneuse,Drama,,,,,,,
Jeder für sich und Gott gegen alle,Drama,,,,,,,
O Convento,Drama,,,,,,,
The Adventures of Pinocchio,Adventure,Children,,,,,,
Joe's Apartment,Comedy,Fantasy,Musical,,,,,
The First Wives Club,Comedy,,,,,,,
Stonewall,Drama,,,,,,,
Ransom,Action,Crime,Drama,Thriller,,,,
High School Musical 3: Senior Year,Comedy,,,,,,,
Phat Beach,Comedy,,,,,,,
Foxfire,Drama,,,,,,,
Chain Reaction,Action,Adventure,Thriller,,,,,
Matilda,Children,Comedy,Fantasy,,,,,
Emma,Comedy,Drama,Romance,,,,,
The Crow: City of Angels,Action,Thriller,,,,,,
House Arrest,Children,Comedy,,,,,,
Les yeux sans visage,Horror,,,,,,,
Bordello of Blood,Comedy,Horror,,,,,,
Xinghua san yue tian,Drama,,,,,,,
Tian guo ni zi,Drama,,,,,,,
Flirt,Drama,,,,,,,
The Big Squeeze,Comedy,Drama,,,,,,
The Spitfire Grill,Drama,,,,,,,
Escape from L.A.,Action,Adventure,Sci-Fi,Thriller,,,,
Xich lo,Crime,Drama,,,,,,
Basquiat,Drama,,,,,,,
Tin Cup,Comedy,Drama,Romance,,,,,
Evil Angels,Drama,,,,,,,
The Godfather,Crime,Drama,,,,,,
Der bewegte Mann,Comedy,,,,,,,
Ging chat goo si 3: Chiu kup ging chat,Action,Comedy,Crime,Thriller,,,,
Manny & Lo,Drama,,,,,,,
The Time Traveler's Wife,Comedy,Drama,,,,,,
Small Faces,Drama,,,,,,,
Bound,Crime,Drama,Romance,Thriller,,,,
Carpool,Comedy,Crime,,,,,,
Death in Brunswick,Comedy,,,,,,,
Kansas City,Crime,,,,,,,
Gone Fishin',Comedy,,,,,,,
Ai qing wan sui,Drama,,,,,,,
Nothing to Lose,Drama,,,,,,,
Chao ji ji hua,Action,Comedy,Crime,Thriller,,,,
Girls Town,Drama,,,,,,,
The Relic,Horror,Thriller,,,,,,
The Island of Dr. Moreau,Sci-Fi,Thriller,,,,,,
First Kid,Children,Comedy,,,,,,
The Trigger Effect,Drama,Thriller,,,,,,
Sweet Nothing in My Ear,Drama,,,,,,,
Bill & Ted's Bogus Journey,Children,Drama,Fantasy,,,,,
Bulletproof Monk,Action,,,,,,,
Talk of Angels,Drama,,,,,,,
The Land Before Time III: The Time of the Great Giving,Adventure,Animation,Children,Drama,Musical,,,
Miami Vice,Drama,Romance,,,,,,
Halloween: The Curse of Michael Myers,Horror,Thriller,,,,,,
Twelfth Night,Comedy,Drama,Romance,,,,,
Mother Night,Drama,,,,,,,
Les roseaux sauvages,Drama,,,,,,,
For Whom the Bell Tolls,Adventure,Drama,Romance,War,,,,
The Philadelphia Story,Comedy,Romance,,,,,,
Singin' in the Rain,Comedy,Musical,Romance,,,,,
An American in Paris,Musical,Romance,,,,,,
Funny Face,Comedy,Musical,,,,,,
Breakfast at Tiffany's,Drama,Romance,,,,,,
Vertigo,Drama,Mystery,Romance,Thriller,,,,
Rear Window,Mystery,Thriller,,,,,,
It Happened One Night,Comedy,Romance,,,,,,
Gaslight,Drama,Thriller,,,,,,
The Gay Divorcee,Comedy,Musical,Romance,,,,,
North by Northwest,Adventure,Mystery,Thriller,,,,,
The Apartment,Comedy,Drama,Romance,,,,,
Some Like It Hot,Comedy,Crime,,,,,,
Charade,Comedy,Crime,Mystery,Romance,Thriller,,,
Casablanca,Drama,Romance,,,,,,
The Maltese Falcon,Film-Noir,Mystery,,,,,,
My Fair Lady,Comedy,Drama,Musical,Romance,,,,
Sabrina,Comedy,Romance,,,,,,
Roman Holiday,Comedy,Romance,,,,,,
A Little Princess,Children,Drama,,,,,,
Meet Me in St. Louis,Musical,,,,,,,
The Wizard of Oz,Adventure,Children,Fantasy,Musical,,,,
Gone with the Wind,Drama,Romance,War,,,,,
My Favorite Year,Comedy,,,,,,,
Sunset Blvd.,Drama,Film-Noir,Romance,,,,,
Citizen Kane,Drama,Mystery,,,,,,
2001: A Space Odyssey,Adventure,Sci-Fi,,,,,,
Golden Earrings,Adventure,Romance,,,,,,
All About Eve,Drama,,,,,,,
The Women,Comedy,,,,,,,
Rebecca,Drama,Mystery,Romance,Thriller,,,,
Foreign Correspondent,Drama,Film-Noir,Mystery,Thriller,,,,
Notorious,Film-Noir,Romance,Thriller,,,,,
Spellbound,Mystery,Romance,Thriller,,,,,
An Affair to Remember,Romance,,,,,,,
To Catch a Thief,Crime,Mystery,Romance,Thriller,,,,
Father of the Bride,Comedy,,,,,,,
The Band Wagon,Comedy,Musical,,,,,,
Ninotchka,Comedy,Romance,,,,,,
Love in the Afternoon,Comedy,Romance,,,,,,
Gigi,Musical,,,,,,,
The Reluctant Debutante,Comedy,Drama,,,,,,
The Adventures of Robin Hood,Action,Adventure,Romance,,,,,
The Mask of Zorro,Adventure,,,,,,,
Laura,Crime,Film-Noir,Mystery,,,,,
The Ghost and Mrs. Muir,Drama,Fantasy,Romance,,,,,
Lost Horizon,Drama,,,,,,,
Top Hat,Comedy,Musical,Romance,,,,,
To Be or Not to Be,Comedy,Drama,War,,,,,
My Man Godfrey,Comedy,,,,,,,
Giant,Drama,,,,,,,
East of Eden,Drama,,,,,,,
The Thin Man,Comedy,Mystery,,,,,,
His Girl Friday,Comedy,Romance,,,,,,
Around the World in 80 Days,Adventure,Comedy,,,,,,
It's a Wonderful Life,Drama,Fantasy,Romance,,,,,
Mr. Smith Goes to Washington,Drama,,,,,,,
Bringing Up Baby,Comedy,,,,,,,
Penny Serenade,Drama,Romance,,,,,,
The Scarlet Letter,Drama,,,,,,,
Lady of Burlesque,Comedy,Mystery,,,,,,
Of Human Bondage,Drama,,,,,,,
Angel on My Shoulder,Crime,Drama,,,,,,
Little Lord Fauntleroy,Drama,,,,,,,
The Inspector General,Musical,,,,,,,
Angel and the Badman,Romance,Western,,,,,,
The 39 Steps,Drama,Mystery,Thriller,,,,,
A Walk in the Sun,War,,,,,,,
Outlaw,Western,,,,,,,
Night of the Living Dead,Horror,Sci-Fi,Thriller,,,,,
The African Queen,Adventure,Comedy,Romance,War,,,,
Beat the Devil,Adventure,Comedy,Crime,Drama,Romance,,,
Cat on a Hot Tin Roof,Drama,,,,,,,
The Last Time I Saw Paris,Drama,,,,,,,
Meet John Doe,Comedy,Drama,,,,,,
La battaglia di Algeri,Drama,Romance,,,,,,
A Farewell to Arms,Romance,War,,,,,,
Huang jia shi jie,Action,,,,,,,
On Dangerous Ground,Drama,,,,,,,
Picnic,Drama,,,,,,,
Madagascar Skin,Romance,,,,,,,
The Pompatus of Love,Comedy,Drama,,,,,,
Small Wonder,Documentary,,,,,,,
Fly Away Home,Adventure,Children,,,,,,
Bliss,Drama,Romance,,,,,,
Grace of My Heart,Comedy,Drama,,,,,,
Schlafes Bruder,Drama,,,,,,,
Maximum Risk,Action,Adventure,Thriller,,,,,
Michael Collins,Drama,,,,,,,
The Rich Man's Wife,Thriller,,,,,,,
Infinity,Drama,,,,,,,
Big Night,Comedy,Drama,,,,,,
Last Man Standing,Action,Crime,Drama,Thriller,,,,
Caught,Drama,Thriller,,,,,,
Set It Off,Action,Crime,,,,,,
2 Days in the Valley,Crime,Film-Noir,,,,,,
Curdled,Crime,,,,,,,
The Associate,Comedy,,,,,,,
Ed's Next Move,Comedy,,,,,,,
Extreme Measures,Drama,Thriller,,,,,,
The Glimmer Man,Action,Thriller,,,,,,
D3: The Mighty Ducks,Children,Comedy,,,,,,
The Chamber,Drama,,,,,,,
The Apple Dumpling Gang,Children,Comedy,Western,,,,,
"Davy Crockett, King of the Wild Frontier",Adventure,Western,,,,,,
Escape to Witch Mountain,Adventure,Children,Fantasy,,,,,
The Love Bug,Children,Comedy,,,,,,
Herbie Rides Again,Adventure,Children,Comedy,,,,,
Old Yeller,Children,Drama,,,,,,
The Parent Trap,Children,Comedy,Romance,,,,,
Pollyanna,Children,Comedy,Drama,,,,,
Homeward Bound: The Incredible Journey,Adventure,Children,Drama,,,,,
The Shaggy Dog,Children,Comedy,,,,,,
Swiss Family Robinson,Adventure,Children,,,,,,
That Darn Cat,Children,Comedy,Mystery,,,,,
20000 Leagues Under the Sea,Adventure,Children,Fantasy,Sci-Fi,,,,
Cool Runnings,Comedy,,,,,,,
Angels in the Outfield,Children,Comedy,,,,,,
Cinderella,Animation,Children,Fantasy,Musical,Romance,,,
Winnie the Pooh and the Blustery Day,Animation,Children,Musical,,,,,
The Three Caballeros,Animation,Children,Musical,,,,,
The Sword in the Stone,Animation,Children,Fantasy,Musical,,,,
So Dear to My Heart,Children,Drama,,,,,,
Robin Hood: Prince of Thieves,Adventure,Drama,,,,,,
Mary Poppins,Children,Comedy,Fantasy,Musical,,,,
Dumbo,Animation,Children,Drama,Musical,,,,
Pete's Dragon,Adventure,Animation,Children,Musical,,,,
Bedknobs and Broomsticks,Adventure,Children,Musical,,,,,
Alice in Wonderland,Adventure,Animation,Children,Musical,,,,
The Fox and the Hound,Animation,Children,Drama,,,,,
Freeway,Comedy,Crime,Drama,Thriller,,,,
The Sound of Music,Musical,Romance,,,,,,
Die Hard,Action,Crime,Thriller,,,,,
The Lawnmower Man,Action,Horror,Sci-Fi,Thriller,,,,
Unhook the Stars,Drama,,,,,,,
Synthetic Pleasures,Documentary,,,,,,,
Secret Agent,Drama,,,,,,,
Secrets & Lies,Drama,,,,,,,
That Thing You Do!,Comedy,Drama,,,,,,
To Gillian on Her 37th Birthday,Drama,Romance,,,,,,
Surviving Picasso,Drama,,,,,,,
Love Is All There Is,Comedy,Drama,,,,,,
Beautiful Thing,Drama,Romance,,,,,,
The Long Kiss Goodnight,Action,Drama,Thriller,,,,,
The Ghost and the Darkness,Action,Adventure,,,,,,
Looking for Richard,Documentary,Drama,,,,,,
Trees Lounge,Drama,,,,,,,
Normal Life,Crime,Drama,Romance,,,,,
Get on the Bus,Drama,,,,,,,
Shadow Conspiracy,Thriller,,,,,,,
Jude,Drama,,,,,,,
Everyone Says I Love You,Comedy,Musical,Romance,,,,,
Azúcar amarga,Drama,,,,,,,
Romeo + Juliet,Drama,Romance,,,,,,
Swingers,Comedy,Drama,,,,,,
Sleepers,Thriller,,,,,,,
The Sunchaser,Drama,,,,,,,
Indiana Jones and the Last Crusade,Drama,,,,,,,
Aladdin and the King of Thieves,Animation,Children,Comedy,,,,,
Shall We Dance,Comedy,Musical,Romance,,,,,
A Damsel in Distress,Comedy,Musical,Romance,,,,,
Crossfire,Crime,Film-Noir,,,,,,
"Murder, My Sweet",Film-Noir,Thriller,,,,,,
Macao,Adventure,,,,,,,
For the Moment,Romance,War,,,,,,
Willy Wonka & the Chocolate Factory,Children,Comedy,Fantasy,Musical,,,,
The Innocents,Drama,Horror,Thriller,,,,,
Sleeper,Comedy,Sci-Fi,,,,,,
Bananas,Comedy,War,,,,,,
A Fish Called Wanda,Comedy,Crime,,,,,,
Life of Brian,Adventure,Comedy,,,,,,
Victor Victoria,Comedy,Musical,Romance,,,,,
The Manchurian Candidate,Drama,,,,,,,
The Great Race,Comedy,Musical,,,,,,
Bonnie and Clyde,Crime,Drama,,,,,,
The Old Man and the Sea,Adventure,Drama,,,,,,
Dial M for Murder,Mystery,Thriller,,,,,,
M. Butterfly,Musical,,,,,,,
Dirty Dancing,Drama,Musical,Romance,,,,,
Reservoir Dogs,Crime,Drama,Thriller,,,,,
Platoon,Drama,War,,,,,,
Weekend at Bernie's,Comedy,,,,,,,
Basic Instinct,Mystery,Thriller,,,,,,
The Doors,Drama,Musical,,,,,,
The Crying Game,Drama,Romance,War,,,,,
Glengarry Glen Ross,Drama,,,,,,,
Sophie's Choice,Drama,,,,,,,
E.T.: The Extra-Terrestrial,Children,Drama,Sci-Fi,,,,,
The Search for One-eye Jimmy,Comedy,,,,,,,
A Christmas Carol,Drama,,,,,,,
Days of Thunder,Action,Drama,Romance,,,,,
Top Gun,Action,Romance,,,,,,
American Strays,Action,,,,,,,
Rebel Without a Cause,Drama,,,,,,,
A Streetcar Named Desire,Drama,,,,,,,
Children of the Corn: The Gathering,Horror,,,,,,,
Loser,Comedy,,,,,,,
Microcosmos: Le peuple de l'herbe,Documentary,,,,,,,
Palookaville,Action,Comedy,Drama,,,,,
The Associate,Comedy,,,,,,,
The Funeral,Crime,Drama,,,,,,
Sleepover,Comedy,Drama,,,,,,
La fille seule,Drama,,,,,,,
Le huitième jour,Drama,,,,,,,
Punch-Drunk Love,Drama,,,,,,,
The People vs. Larry Flynt,Comedy,Drama,,,,,,
Glory Daze,Drama,,,,,,,
A Perfect Candidate,Documentary,,,,,,,
On Golden Pond,Drama,,,,,,,
The Return of the Pink Panther,Comedy,Crime,,,,,,
Drop Dead Fred,Comedy,Fantasy,,,,,,
The Abyss,Action,Adventure,Sci-Fi,Thriller,,,,
The Fog,Horror,,,,,,,
Escape from New York,Action,Adventure,Sci-Fi,Thriller,,,,
The Howling,Horror,Mystery,,,,,,
Jean de Florette,Drama,,,,,,,
Manon des sources,Drama,,,,,,,
Kinsey,Comedy,Drama,,,,,,
Private Benjamin,Comedy,,,,,,,
Monty Python and the Holy Grail,Comedy,,,,,,,
Hustler White,Romance,,,,,,,
Dadetown,Drama,,,,,,,
Everything Relative,Drama,,,,,,,
Entertaining Angels: The Dorothy Day Story,Drama,,,,,,,
Get Over It,Drama,,,,,,,
Trois vies & une seule mort,Comedy,,,,,,,
The Line King: The Al Hirschfeld Story,Documentary,,,,,,,
Curtis's Charm,Comedy,Drama,,,,,,
When We Were Kings,Documentary,,,,,,,
Wallace & Gromit in The Wrong Trousers,Animation,Children,Comedy,Crime,,,,
JLG/JLG - autoportrait de décembre,Documentary,Drama,,,,,,
Le retour de Martin Guerre,Drama,,,,,,,
Faust: Love of the Damned,Animation,Comedy,Thriller,,,,,
He Walked by Night,Crime,Film-Noir,Thriller,,,,,
Raw Deal,Film-Noir,,,,,,,
T-Men,Film-Noir,,,,,,,
I bambini ci guardano,Drama,,,,,,,
La symphonie pastorale,Drama,,,,,,,
Die Blechtrommel,Drama,War,,,,,,
The Ruling Class,Comedy,Drama,,,,,,
Mina Tannenbaum,Drama,,,,,,,
2 ou 3 choses que je sais d'elle,Drama,,,,,,,
Dear God,Comedy,,,,,,,
Bad Moon,Action,Adventure,Horror,,,,,
"Hollywoodism: Jews, Movies and the American Dream",Documentary,,,,,,,
Best of the Best 3: No Turning Back,Action,,,,,,,
Bob Roberts,Comedy,,,,,,,
Nuovo Cinema Paradiso,Comedy,Drama,Romance,,,,,
The Cook the Thief His Wife & Her Lover,Drama,,,,,,,
Grosse fatigue,Comedy,,,,,,,
Delicatessen,Comedy,Drama,Romance,,,,,
La double vie de Véronique,Drama,Fantasy,Romance,,,,,
Enchanted April,Drama,Romance,,,,,,
Paths of Glory,Drama,War,,,,,,
The Grifters,Crime,Drama,Film-Noir,,,,,
Hear My Song,Comedy,,,,,,,
The English Patient,Drama,Romance,War,,,,,
Mediterraneo,Comedy,Drama,War,,,,,
My Left Foot: The Story of Christy Brown,Drama,,,,,,,
"Sex, Lies, and Videotape",Drama,,,,,,,
Passion Fish,Drama,,,,,,,
Strictly Ballroom,Comedy,Romance,,,,,,
The Thin Blue Line,Documentary,,,,,,,
Átame!,Crime,Drama,Romance,,,,,
Madonna: Truth or Dare,Documentary,Musical,,,,,,
Paris Is Burning,Documentary,,,,,,,
One Flew Over the Cuckoo's Nest,Comedy,Drama,,,,,,
Up in Smoke,Comedy,,,,,,,
Star Wars: Episode V - The Empire Strikes Back,Action,Adventure,Sci-Fi,,,,,
The Princess Bride,Action,Adventure,Comedy,Fantasy,Romance,,,
Raiders of the Lost Ark,Action,Adventure,,,,,,
Brazil,Comedy,Fantasy,Romance,Sci-Fi,,,,
Aliens,Action,Horror,Sci-Fi,Thriller,,,,
"Il buono, il brutto, il cattivo.",Action,Adventure,Western,,,,,
Withnail & I,Comedy,,,,,,,
12 Angry Men,Drama,,,,,,,
Lawrence of Arabia,Adventure,Drama,War,,,,,
A Clockwork Orange,Crime,Drama,Sci-Fi,Thriller,,,,
To Kill a Mockingbird,Drama,,,,,,,
Apocalypse Now,Action,Drama,War,,,,,
C'era una volta il West,Action,Drama,Western,,,,,
Star Wars: Episode VI - Return of the Jedi,Action,Adventure,Sci-Fi,,,,,
Der Himmel über Berlin,Comedy,Drama,Fantasy,Romance,,,,
The Third Man,Film-Noir,Mystery,Thriller,,,,,
Goodfellas,Crime,Drama,,,,,,
Alien,Action,Horror,Sci-Fi,Thriller,,,,
Army of Darkness,Action,Adventure,Comedy,Fantasy,Horror,,,
Le grand bleu,Adventure,Drama,Romance,,,,,
Ran,Drama,War,,,,,,
Dip huet seung hung,Action,Crime,Drama,Thriller,,,,
Psycho,Horror,Thriller,,,,,,
The Blues Brothers,Action,Adventure,Comedy,Musical,,,,
The Godfather: Part II,Crime,Drama,,,,,,
Full Metal Jacket,Drama,War,,,,,,
A Grand Day Out with Wallace and Gromit,Adventure,Animation,Children,Comedy,Sci-Fi,,,
Henry V,Drama,War,,,,,,
Amadeus,Drama,,,,,,,
The Quiet Man,Comedy,Romance,,,,,,
Once Upon a Time in America,Crime,Drama,Thriller,,,,,
Raging Bull,Drama,,,,,,,
Annie Hall,Comedy,Romance,,,,,,
The Right Stuff,Drama,,,,,,,
Stalker,Drama,Mystery,Sci-Fi,,,,,
Das Boot,Action,Drama,War,,,,,
The Sting,Comedy,Crime,,,,,,
Harold and Maude,Comedy,Drama,Romance,,,,,
Trust the Man,Comedy,Drama,Romance,,,,,
Det sjunde inseglet,Drama,Fantasy,,,,,,
Local Hero,Comedy,,,,,,,
Terminator Salvation,Action,Sci-Fi,Thriller,,,,,
Braindead,Comedy,Fantasy,Horror,,,,,
Glory,Action,Drama,War,,,,,
Rosencrantz & Guildenstern Are Dead,Comedy,Drama,,,,,,
Manhattan,Comedy,Drama,Romance,,,,,
Miller's Crossing,Crime,Drama,Film-Noir,Thriller,,,,
Dead Poets Society,Drama,,,,,,,
The Graduate,Comedy,Drama,Romance,,,,,
Touch of Evil,Crime,Film-Noir,Thriller,,,,,
La Femme Nikita,Action,Crime,Romance,Thriller,,,,
The Bridge on the River Kwai,Adventure,Drama,War,,,,,
8½,Drama,Fantasy,,,,,,
Chinatown,Crime,Film-Noir,Mystery,Thriller,,,,
The Day the Earth Stood Still,Drama,Sci-Fi,Thriller,,,,,
The Treasure of the Sierra Madre,Action,Adventure,Drama,Western,,,,
Bad Taste,Comedy,Horror,Sci-Fi,,,,,
Duck Soup,Comedy,Musical,,,,,,
Better Off Dead...,Comedy,Romance,,,,,,
The Shining,Horror,Thriller,,,,,,
Stand by Me,Adventure,Comedy,Drama,,,,,
M,Crime,Film-Noir,Thriller,,,,,
Evil Dead II,Action,Comedy,Fantasy,Horror,,,,
The Great Escape,Action,Adventure,Drama,War,,,,
The Deer Hunter,Drama,War,,,,,,
Diva,Action,Drama,Mystery,Romance,Thriller,,,
Groundhog Day,Comedy,Fantasy,Romance,,,,,
Unforgiven,Drama,Western,,,,,,
The Manchurian Candidate,Crime,Thriller,War,,,,,
Pump Up the Volume,Comedy,Drama,,,,,,
Arsenic and Old Lace,Comedy,Mystery,Thriller,,,,,
Back to the Future,Adventure,Comedy,Sci-Fi,,,,,
Fried Green Tomatoes,Drama,,,,,,,
Patton,Drama,War,,,,,,
Down by Law,Comedy,Drama,,,,,,
Akira,Action,Adventure,Animation,Sci-Fi,,,,
Highlander,Action,Adventure,Fantasy,,,,,
Cool Hand Luke,Drama,,,,,,,
Cyrano de Bergerac,Action,Drama,Romance,,,,,
Young Frankenstein,Action,Comedy,Horror,,,,,
Night on Earth,Comedy,Drama,,,,,,
Da hong deng long gao gao gua,Drama,,,,,,,
The Great Dictator,Comedy,Drama,War,,,,,
